means	Presynaptic Neuron	Postsynaptic Neuron	g	tau_d	tau_r	tau_f	U
819	CA3 Interneuron Specific Quad (-)03333p	CA3 Trilaminar (-)01113p	1.688358182	6.52019976	572.4213063	23.32105532	0.199893579
820	CA3 Pyramidal (+)23223p	CA3 SO-SO (-)00003	1.087147659	6.022595601	391.6413765	31.30513619	0.185689177
821	CA3c Pyramidal (+)03223p	CA3 SO-SO (-)00003	1.799612279	4.819076589	326.5631853	35.31309465	0.213772812
822	CA2 Pyramidal (+)2333p	CA3 SO-SO (-)00003	1.90986528	3.878826845	287.0248263	68.60265393	0.236778081
823	DG HIPROM (-)1333p	CA3 SO-SO (-)00003	1.88133537	6.618834987	568.5974095	30.98942793	0.225200594
824	CA3 O-LM (-)11003	CA3 SO-SO (-)00003	1.910241256	6.561572867	561.1700626	23.42205085	0.230728181
825	CA3 Lucidum ORAX (-)03311	CA3 SO-SO (-)00003	1.824711657	6.440756892	573.5983522	22.93158488	0.227548533
826	CA3 Trilaminar (-)01113p	CA3 SO-SO (-)00003	1.762963117	6.462829417	546.030547	23.69418956	0.216600027
827	CA3 SO-SO (-)00003	CA3 SO-SO (-)00003	1.965088273	6.481369935	563.7909512	23.86165517	0.229648125
828	CA3 Bistratified (-)03333	CA3 SO-SO (-)00003	1.945354457	6.035627424	579.8858326	21.29077177	0.234602221
829	CA3 Ivy (-)03333	CA3 SO-SO (-)00003	2.131023392	7.608558025	567.8158735	45.0124421	0.236555315
830	CA1 Back-Projection (-)1133p	CA3 SO-SO (-)00003	1.933216884	6.60854837	564.8063874	24.59486653	0.222804294
831	CA3 Interneuron Specific Oriens (-)01113	CA3 SO-SO (-)00003	1.906685525	6.266658474	563.3543134	23.62574532	0.226617425
832	CA3 Interneuron Specific Quad (-)03333p	CA3 SO-SO (-)00003	2.01532202	6.208016977	555.0285597	24.91273825	0.227584051
833	CA3 Pyramidal (+)23223p	CA3 Radiatum (-)03000	0.97957705	6.112938034	391.5013451	31.46195798	0.181797076
834	CA3c Pyramidal (+)03223p	CA3 Radiatum (-)03000	1.604454826	4.889465575	331.4926593	34.87908707	0.207030674
835	CA2 Pyramidal (+)2333p	CA3 Radiatum (-)03000	1.698499985	3.975363331	286.8459839	67.79754379	0.230704945
836	DG HIPROM (-)1333p	CA3 Radiatum (-)03000	1.600937583	6.779028152	593.8509162	28.14263562	0.214608256
837	CA3 LMR-Targeting (-)33200	CA3 Radiatum (-)03000	1.421785975	6.990722198	568.9886678	28.9535342	0.186905513
838	CA3 O-LM (-)11003	CA3 Radiatum (-)03000	1.632871324	6.704951824	582.5921871	21.72208224	0.219245436
839	CA3 Lucidum ORAX (-)03311	CA3 Radiatum (-)03000	1.563122622	6.586596317	596.1054943	21.30231309	0.216247262
840	CA3 Lucidum-Radiatum (-)03300	CA3 Radiatum (-)03000	1.591980937	6.761340772	595.918796	21.98937439	0.217836186
841	CA3 Spiny Lucidum (-)01320p	CA3 Radiatum (-)03000	1.663561522	6.861401524	589.1400609	20.64815967	0.213007644
842	CA3 Trilaminar (-)01113p	CA3 Radiatum (-)03000	1.492222354	6.635779869	566.433514	22.0190454	0.202986895
843	CA3 Radiatum (-)03000	CA3 Radiatum (-)03000	1.528033273	6.718612013	578.4356478	24.47733932	0.203633447
844	CA3 Mossy Fiber-Associated (-)03330p	CA3 Radiatum (-)03000	2.184173581	5.415835373	580.5719625	55.02608049	0.226444808
845	CA3 Bistratified (-)03333	CA3 Radiatum (-)03000	1.669701686	6.163580261	602.4496134	19.89551802	0.223422679
846	CA3 Ivy (-)03333	CA3 Radiatum (-)03000	1.848677146	7.672001415	585.4874665	39.12703556	0.229111472
847	CA1 Back-Projection (-)1133p	CA3 Radiatum (-)03000	1.628226508	6.799570016	594.0989935	22.33993516	0.210551999
848	CA3 Interneuron Specific Oriens (-)01113	CA3 Radiatum (-)03000	1.635667954	6.410892589	584.9085104	21.64043147	0.215098539
849	CA3 Interneuron Specific Quad (-)03333p	CA3 Radiatum (-)03000	1.716155409	6.35351206	577.9647351	22.64503708	0.215499272
850	DG Granule (+)2201p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.577496686	4.842056741	319.382273	79.24425491	0.196054049
851	DG Semilunar Granule (+)2311p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.682295426	5.00341258	347.2978713	78.85160768	0.204377005
852	DG Hilar Ectopic Granule (+)2203p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.627619159	4.372368772	320.9768844	51.76418924	0.205760852
853	CA3 Granule (+)22100	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.82031787	3.694001427	186.7541665	74.93013034	0.203962412
854	CA3 Pyramidal (+)23223p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.012060147	6.116389732	355.5403134	37.83786014	0.179945682
855	CA3c Pyramidal (+)03223p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.66854992	4.89236004	297.6242978	42.50517031	0.208428724
856	CA3 Giant (+)22010	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.591899339	4.683522933	294.0542571	60.39814437	0.216359347
857	CA2 Pyramidal (+)2333p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.795407928	3.911776294	243.2002527	87.58707562	0.235170207
858	CA2 Wide-Arbor Basket (-)2232p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.851591853	7.257732058	539.6165777	20.31797936	0.227579115
859	CA3 Basket CCK+ (-)22232	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.419116237	6.799514798	510.8574242	19.60551244	0.186169277
860	CA3 Basket (-)22232	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.775682217	6.062565199	552.4890069	25.88240364	0.216800405
861	DG HIPROM (-)1333p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.640586538	6.793656581	574.825872	34.49253626	0.210842054
862	CA3 LMR-Targeting (-)33200	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.417953345	7.039681774	546.5141838	36.56301231	0.1793669
863	CA3 O-LM (-)11003	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.651581269	6.727483403	561.317724	25.51611702	0.214910954
864	CA3 Lucidum ORAX (-)03311	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.588734447	6.625082748	576.4402982	25.32044814	0.212075647
865	CA3 Lucidum-Radiatum (-)03300	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.613737036	6.785210145	575.287798	26.0352119	0.213430587
866	CA3 Lucidum LAX (-)02310	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.584445578	6.449975554	541.8014402	29.11991877	0.208306022
867	CA3 Spiny Lucidum (-)01320p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.687908084	6.879133742	571.2154224	24.49339822	0.208086687
868	CA3 Trilaminar (-)01113p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.51381656	6.660536452	546.5144567	26.07247439	0.198015551
869	CA3 SO-SO (-)00003	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.696855771	6.64207521	562.373954	26.1768605	0.214148126
870	CA3 Radiatum (-)03000	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.529291735	6.767196492	556.3578053	29.81976615	0.197598011
871	CA3 Mossy Fiber-Associated ORDEN (-)02332p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.805295318	5.87250132	567.2833918	31.86415604	0.218800751
872	CA3 Mossy Fiber-Associated (-)03330p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	2.246683053	5.407847905	568.9631151	68.69786199	0.222676399
873	CA3 Bistratified (-)03333	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.695853526	6.217012171	581.0487409	23.4181313	0.219369645
874	CA3 Ivy (-)03333	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.889191383	7.788326235	568.5942533	48.88724983	0.225540126
875	CA1 Back-Projection (-)1133p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.677356592	6.778904014	569.7562673	26.97351241	0.206939984
876	CA3 Interneuron Specific Oriens (-)01113	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.663041484	6.440124394	562.7618759	25.95843996	0.211000401
877	CA3 Interneuron Specific Quad (-)03333p	CA3 Mossy Fiber-Associated ORDEN (-)02332p	1.753824526	6.373384112	554.9681443	27.55763394	0.212390624
878	DG Granule (+)2201p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.421543084	4.890168869	347.3594179	60.29063299	0.188110657
879	DG Semilunar Granule (+)2311p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.592841256	5.085209039	378.0383781	61.67168233	0.195868485
880	DG Hilar Ectopic Granule (+)2203p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.548703846	4.372256093	359.4051236	38.94558896	0.198914934
881	CA3 Granule (+)22100	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.742228646	3.732361811	222.5314735	56.40329145	0.194122447
882	CA3 Giant (+)22010	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.479690211	4.621651992	322.4597479	46.09155521	0.21559772
883	CA3 Pyramidal (+)23223p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	0.979923571	6.044588747	372.4943752	31.45069065	0.183652773
884	CA3c Pyramidal (+)03223p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.6016351	4.820853794	318.4402308	34.19739765	0.208581156
885	CA2 Pyramidal (+)2333p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.687814443	3.922174027	269.5924682	67.13650574	0.232073156
886	DG HIPROM (-)1333p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.572378727	6.75193724	576.1999661	28.38348632	0.215110901
887	CA3 LMR-Targeting (-)33200	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.366110014	6.995522624	552.0283267	30.0699545	0.185546666
888	CA3 O-LM (-)11003	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.586499679	6.693465719	564.9746649	21.761685	0.219896049
889	CA3 Lucidum ORAX (-)03311	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.525126749	6.583050319	579.7949238	21.4480105	0.216663635
890	CA3 Lucidum-Radiatum (-)03300	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.54801081	6.752825063	579.3303181	22.03735972	0.218218845
891	CA3 Lucidum LAX (-)02310	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.513487408	6.420720216	551.1671872	23.98006323	0.212633611
892	CA3 Spiny Lucidum (-)01320p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.622983894	6.848902217	574.2655369	20.73379716	0.213646332
893	CA3 Trilaminar (-)01113p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.452138647	6.634836494	547.9430116	22.11770634	0.203702764
894	CA3 Radiatum (-)03000	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.470484352	6.722559405	561.0096979	24.94244893	0.203135119
895	CA3 Mossy Fiber-Associated ORDEN (-)02332p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.732289533	5.831711695	579.9396481	25.43554616	0.222105153
896	CA3 Mossy Fiber-Associated (-)03330p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.860257298	5.573058124	529.5842771	54.06928579	0.22846067
897	CA3 Bistratified (-)03333	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.632008835	6.162997534	587.2643381	19.91104921	0.223834933
898	CA3 Ivy (-)03333	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.787285825	7.677326964	571.8111447	38.31586866	0.229047897
899	CA1 Back-Projection (-)1133p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.605309349	6.770893926	574.777868	22.52339424	0.211067337
900	CA3 Interneuron Specific Oriens (-)01113	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.591666865	6.394647955	567.5428171	21.78524544	0.215594679
901	CA3 Interneuron Specific Quad (-)03333p	CA3 Mossy Fiber-Associated (-)03330p-DG_0001	1.68232447	6.327654561	559.8506285	22.83923514	0.216143776
902	DG Granule (+)2201p	CA3 Bistratified (-)03333	1.516000812	4.561018688	401.0019413	61.71063235	0.185927029
903	DG Semilunar Granule (+)2311p	CA3 Bistratified (-)03333	1.597322375	4.818868976	428.3905194	61.90971292	0.194998892
904	DG Hilar Ectopic Granule (+)2203p	CA3 Bistratified (-)03333	1.534259539	4.191754265	408.1102961	37.49385904	0.194521527
905	CA3 Pyramidal (+)23223p	CA3 Bistratified (-)03333	0.997653481	5.799432107	423.9038637	29.92304213	0.178549529
906	CA3 Granule (+)22100	CA3 Bistratified (-)03333	1.679485537	3.571934352	239.0404649	54.10897175	0.192176803
907	CA3 Giant (+)22010	CA3 Bistratified (-)03333	1.521656162	4.350248209	365.487329	43.66304634	0.213400029
908	CA3c Pyramidal (+)03223p	CA3 Bistratified (-)03333	1.62928354	4.649703534	349.7215569	32.59242341	0.20486156
909	CA2 Pyramidal (+)2333p	CA3 Bistratified (-)03333	1.705644483	3.720874365	308.0949816	65.72521503	0.227294355
910	CA3 Basket (-)22232	CA3 Bistratified (-)03333	1.742727875	5.739934051	603.3796084	21.10780208	0.218436105
911	CA3 Basket CCK+ (-)22232	CA3 Bistratified (-)03333	1.428379724	6.476678993	547.0290217	16.33473214	0.191161183
912	CA2 Wide-Arbor Basket (-)2232p	CA3 Bistratified (-)03333	1.827029788	6.816384056	580.0464294	16.50612348	0.23067223
913	DG HIPROM (-)1333p	CA3 Bistratified (-)03333	1.627055993	6.385786847	625.4810852	26.92329344	0.213912235
914	CA3 LMR-Targeting (-)33200	CA3 Bistratified (-)03333	1.423939781	6.616027699	590.5725481	28.12489906	0.185127797
915	CA3 O-LM (-)11003	CA3 Bistratified (-)03333	1.63263097	6.342562918	609.0826353	20.53260685	0.218859973
916	CA3 Lucidum ORAX (-)03311	CA3 Bistratified (-)03333	1.576662302	6.230002702	625.6986336	20.16600099	0.216112756
917	CA3 Lucidum-Radiatum (-)03300	CA3 Bistratified (-)03333	1.590578102	6.407062983	623.3129857	20.82569396	0.217337119
918	CA3 Lucidum LAX (-)02310	CA3 Bistratified (-)03333	1.563031383	6.080227665	600.6459257	22.38180046	0.212396861
919	CA3 Spiny Lucidum (-)01320p	CA3 Bistratified (-)03333	1.664386742	6.495901168	615.3520105	19.86216344	0.21256609
920	CA3 Trilaminar (-)01113p	CA3 Bistratified (-)03333	1.508595841	6.321931359	589.2904294	21.17782952	0.201840491
921	CA3 SO-SO (-)00003	CA3 Bistratified (-)03333	1.669325951	6.251856068	611.7669596	20.7134395	0.217900066
922	CA3 Radiatum (-)03000	CA3 Bistratified (-)03333	1.527518921	6.363114537	602.472594	23.45137812	0.202424295
923	CA3 Mossy Fiber-Associated ORDEN (-)02332p	CA3 Bistratified (-)03333	1.770934409	5.534566515	635.4992213	23.45598143	0.222909924
924	CA3 Mossy Fiber-Associated (-)03330p	CA3 Bistratified (-)03333	2.184511426	5.177843099	597.7327403	55.00763586	0.225936961
925	CA3 Bistratified (-)03333	CA3 Bistratified (-)03333	1.669419545	5.444685137	670.429215	16.54101088	0.22512274
926	CA3 Ivy (-)03333	CA3 Bistratified (-)03333	1.853167562	7.351651698	604.3937618	38.37946715	0.228600984
927	CA1 Back-Projection (-)1133p	CA3 Bistratified (-)03333	1.651900743	6.438132461	623.7766668	21.46091434	0.211026048
928	CA3 Interneuron Specific Oriens (-)01113	CA3 Bistratified (-)03333	1.644372551	6.029864056	614.7554405	20.49618791	0.214564094
929	CA3 Interneuron Specific Quad (-)03333p	CA3 Bistratified (-)03333	1.727374546	5.994141121	608.7709158	21.52012694	0.215091075
930	DG Granule (+)2201p	CA3 Ivy (-)03333	2.078094535	3.716985628	578.7166915	22.86469457	0.177601386
931	DG Semilunar Granule (+)2311p	CA3 Ivy (-)03333	2.250443074	3.749032429	587.0569983	22.59917118	0.188288008
932	DG Hilar Ectopic Granule (+)2203p	CA3 Ivy (-)03333	2.266729481	3.259187098	556.3520922	17.55325274	0.1899509
933	CA3 Granule (+)22100	CA3 Ivy (-)03333	3.364726606	2.324345776	274.7053411	22.35914241	0.204419478
934	CA3 Pyramidal (+)23223p	CA3 Ivy (-)03333	1.542042634	4.565786051	503.1578949	18.3415005	0.176576278
935	CA3 Giant (+)22010	CA3 Ivy (-)03333	2.33021431	3.404393068	435.4448085	21.47241312	0.208626786
936	CA3c Pyramidal (+)03223p	CA3 Ivy (-)03333	2.64457079	3.426296881	380.4835075	18.31772363	0.210995436
937	CA2 Pyramidal (+)2333p	CA3 Ivy (-)03333	2.567748292	2.919475869	361.518352	33.27472361	0.227836274
938	DG HIPROM (-)1333p	CA3 Ivy (-)03333	2.171873341	5.327009146	674.2749743	15.79413758	0.207139093
939	CA3 LMR-Targeting (-)33200	CA3 Ivy (-)03333	1.947192965	5.425482654	644.4598289	15.46736341	0.179881545
940	CA3 O-LM (-)11003	CA3 Ivy (-)03333	2.193055728	5.292942924	658.253431	13.36303455	0.21072436
941	CA3 Lucidum ORAX (-)03311	CA3 Ivy (-)03333	2.109969837	5.200657259	679.7140483	13.00185232	0.206142971
942	CA3 Lucidum-Radiatum (-)03300	CA3 Ivy (-)03333	2.143245637	5.336443122	676.9547501	13.294275	0.208311324
943	CA3 Lucidum LAX (-)02310	CA3 Ivy (-)03333	2.118411519	5.037898157	675.8917561	12.98573359	0.203344864
944	CA3 Spiny Lucidum (-)01320p	CA3 Ivy (-)03333	2.204410135	5.431757763	666.4966675	12.7263881	0.203644641
945	CA3 Trilaminar (-)01113p	CA3 Ivy (-)03333	2.069172551	5.183438089	629.3645639	13.77771565	0.194332149
946	CA3 SO-SO (-)00003	CA3 Ivy (-)03333	2.224663174	5.249268957	662.4716809	13.3752427	0.209363299
947	CA3 Radiatum (-)03000	CA3 Ivy (-)03333	2.065925404	5.269742475	652.5337053	14.14934444	0.195729329
948	CA3 Mossy Fiber-Associated ORDEN (-)02332p	CA3 Ivy (-)03333	2.355320496	4.618857053	715.3414563	13.30926939	0.212643767
949	CA3 Mossy Fiber-Associated (-)03330p	CA3 Ivy (-)03333	2.714729711	4.444962588	640.4179602	26.83913149	0.224674541
950	CA3 Bistratified (-)03333	CA3 Ivy (-)03333	2.204709432	4.915790043	674.3234863	12.85106248	0.213429549
951	CA3 Ivy (-)03333	CA3 Ivy (-)03333	2.332336758	6.25144745	648.9949575	20.59354623	0.223962001
952	CA1 Back-Projection (-)1133p	CA3 Ivy (-)03333	2.19883184	5.358239783	688.6621762	13.25658774	0.20178821
953	CA3 Interneuron Specific Oriens (-)01113	CA3 Ivy (-)03333	2.176853067	5.063053232	666.0431564	13.04488533	0.205454422
954	CA3 Interneuron Specific Quad (-)03333p	CA3 Ivy (-)03333	2.281098712	5.037469077	662.8734048	13.36807295	0.207197152
955	DG Granule (+)2201p	CA3 QuadD-LM (-)12222	1.562678035	4.905240092	340.414581	68.25599033	0.181510679
956	DG Semilunar Granule (+)2311p	CA3 QuadD-LM (-)12222	1.645789786	5.115901565	373.6439779	67.7728445	0.191680333
957	DG Hilar Ectopic Granule (+)2203p	CA3 QuadD-LM (-)12222	1.610451007	4.369712058	353.3048803	41.50540359	0.194215112
958	CA3 Granule (+)22100	CA3 QuadD-LM (-)12222	1.778061073	3.739016709	220.7490298	60.1844486	0.190580018
959	CA3 Giant (+)22010	CA3 QuadD-LM (-)12222	1.612655137	4.588253058	314.0033376	51.58788866	0.209299111
960	CA3 Pyramidal (+)23223p	CA3 QuadD-LM (-)12222	1.06022294	5.948481927	368.6254722	33.85744141	0.178869665
961	CA3c Pyramidal (+)03223p	CA3 QuadD-LM (-)12222	1.697657644	4.801551462	315.0322875	37.04094713	0.204459801
962	CA2 Pyramidal (+)2333p	CA3 QuadD-LM (-)12222	1.806193856	3.880552326	266.1170769	73.03672146	0.227968213
963	CA3 Basket (-)22232	CA3 QuadD-LM (-)12222	1.79360516	5.987387379	559.4216173	23.90038474	0.216288434
964	CA3 Basket CCK+ (-)22232	CA3 QuadD-LM (-)12222	1.471253454	6.730440662	499.7257015	18.02769472	0.188581688
965	CA2 Wide-Arbor Basket (-)2232p	CA3 QuadD-LM (-)12222	1.834873272	7.194091571	535.0662483	19.11451271	0.227558828
966	DG HIPROM (-)1333p	CA3 QuadD-LM (-)12222	1.635597655	6.736129199	568.5355987	31.47179964	0.21119813
967	CA3 LMR-Targeting (-)33200	CA3 QuadD-LM (-)12222	1.420452952	6.996022238	546.3188898	33.51711428	0.181361216
968	CA3 O-LM (-)11003	CA3 QuadD-LM (-)12222	1.650909356	6.693326588	558.9068567	23.71313812	0.215750088
969	CA3 Lucidum ORAX (-)03311	CA3 QuadD-LM (-)12222	1.587723662	6.584585795	572.7888261	23.39133159	0.212543833
970	CA3 Lucidum-Radiatum (-)03300	CA3 QuadD-LM (-)12222	1.610114888	6.756852149	572.5827691	24.06636575	0.214075618
971	CA3 Lucidum LAX (-)02310	CA3 QuadD-LM (-)12222	1.577036418	6.425040461	545.1447606	26.21006073	0.208447399
972	CA3 Spiny Lucidum (-)01320p	CA3 QuadD-LM (-)12222	1.685205785	6.852899832	568.1989716	22.70898062	0.209658244
973	CA3 Trilaminar (-)01113p	CA3 QuadD-LM (-)12222	1.518173277	6.624363446	542.5047181	24.17363221	0.199492263
974	CA3 SO-SO (-)00003	CA3 QuadD-LM (-)12222	1.691321869	6.60704672	559.701117	24.16238851	0.214673512
975	CA3 Radiatum (-)03000	CA3 QuadD-LM (-)12222	1.527943106	6.727726468	554.7235876	27.62083584	0.198764825
976	CA3 Mossy Fiber-Associated ORDEN (-)02332p	CA3 QuadD-LM (-)12222	1.796640958	5.83674643	572.3326771	28.01795574	0.218234088
977	CA3 Mossy Fiber-Associated (-)03330p	CA3 QuadD-LM (-)12222	1.937218408	5.542893338	525.4675816	61.03593427	0.224592669
978	CA3 Bistratified (-)03333	CA3 QuadD-LM (-)12222	1.695620161	6.17814015	580.0437383	21.73616246	0.219361187
979	CA3 Ivy (-)03333	CA3 QuadD-LM (-)12222	1.849387357	7.694542496	565.8631753	42.73446048	0.225381792
980	CA1 Back-Projection (-)1133p	CA3 QuadD-LM (-)12222	1.678992044	6.742029371	567.4347522	24.74698648	0.206762159
981	CA3 Interneuron Specific Oriens (-)01113	CA3 QuadD-LM (-)12222	1.658996655	6.388852689	560.8885917	23.907607	0.211295618
982	CA3 Interneuron Specific Quad (-)03333p	CA3 QuadD-LM (-)12222	1.750585683	6.315190828	553.5061862	25.03969237	0.211868164
983	CA3 Pyramidal (+)23223p	CA3 Interneuron Specific Oriens (-)01113	1.044719671	5.944675792	430.8704581	29.60065364	0.180542973
984	CA3c Pyramidal (+)03223p	CA3 Interneuron Specific Oriens (-)01113	1.6982584	4.808513668	360.0262234	31.44304885	0.208170752
985	CA2 Pyramidal (+)2333p	CA3 Interneuron Specific Oriens (-)01113	1.828629504	3.793460102	321.3241944	61.34372798	0.229346751
986	DG HIPROM (-)1333p	CA3 Interneuron Specific Oriens (-)01113	1.696031168	6.854648301	612.4850707	27.86682095	0.216890552
987	CA3 O-LM (-)11003	CA3 Interneuron Specific Oriens (-)01113	1.728073319	6.762434384	597.9528515	21.47273461	0.221837078
988	CA3 Lucidum ORAX (-)03311	CA3 Interneuron Specific Oriens (-)01113	1.644757156	6.646749633	614.0314266	21.13410367	0.218428319
989	CA3 Trilaminar (-)01113p	CA3 Interneuron Specific Oriens (-)01113	1.569855549	6.696865465	585.4295416	21.79845393	0.205067325
990	CA3 SO-SO (-)00003	CA3 Interneuron Specific Oriens (-)01113	1.777661911	6.670322596	600.1814027	21.78799458	0.220860191
991	CA3 Bistratified (-)03333	CA3 Interneuron Specific Oriens (-)01113	1.749452798	6.242146487	618.4379341	19.7101403	0.225685099
992	CA3 Ivy (-)03333	CA3 Interneuron Specific Oriens (-)01113	1.949318625	7.78944697	596.6112575	38.83706354	0.231118413
993	CA1 Back-Projection (-)1133p	CA3 Interneuron Specific Oriens (-)01113	1.729881219	6.87195253	614.1994654	22.01285181	0.213096933
994	CA3 Interneuron Specific Oriens (-)01113	CA3 Interneuron Specific Oriens (-)01113	1.72590148	6.45994918	601.7257234	21.37869606	0.217483781
995	CA3 Interneuron Specific Quad (-)03333p	CA3 Interneuron Specific Oriens (-)01113	1.818382549	6.420132618	599.0135673	22.27697122	0.218169366
996	DG Granule (+)2201p	CA3 Interneuron Specific Quad (-)03333p	1.44122485	4.887360313	363.7138542	63.39144754	0.186386292
